10.0000  200  255  95   0
10.3514  201  255  91   0
10.7152  202  255  87   0
11.0917  203  255  83   0
11.4815  204  255  79   0
11.8850  205  255  75   0
12.3027  206  255  71   0
12.7350  207  255  67   0
13.1826  208  255  63   0
13.6458  209  255  59   0
14.1254  210  255  55   0
14.6218  211  255  51   0
15.1356  212  255  47   0
15.6675  213  255  43   0
16.2181  214  255  39   0
16.7880  215  255  35   0
17.3780  216  255  31   0
17.9887  217  255  27   0
18.6209  218  255  23   0
19.2752  219  255  19   0
19.9526  220  255  15   0
20.6538  221  255  11   0
21.3796  222  255   7   0
22.1309  223  255   3   0
22.9087  224  255   0   0
23.7137  225  250   0   0
24.5471  226  245   0   0
25.4097  227  240   0   0
26.3027  228  235   0   0
27.2270  229  230   0   0
28.1838  230  225   0   0
29.1743  231  220   0   0
30.1995  232  215   0   0
31.2608  233  210   0   0
32.3594  234  205   0   0
33.4965  235  200   0   0
34.6737  236  195   0   0
35.8922  237  190   0   0
37.1535  238  185   0   0
38.4592  239  180   0   0
39.8107  240  175   0   0
41.2098  241  170   0   0
42.6580  242  165   0   0
44.1570  243  160   0   0
45.7088  244  155   0   0
47.3151  245  150   0   0
48.9779  246  145   0   0
50.6991  247  140   0   0
52.4807  248  135   0   0
54.3250  249  130   0   0
56.2341  250  125   0   0
58.2103  251  120   0   0
60.2560  252  115   0   0
62.3735  253  110   0   0
64.5654  254  105   0   0
66.8344  255  100   0   0
